,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1674,leopard,how long is a leopards tail,60110cm,medium,medium,S08_set1_a2,
1675,Indonesia,does indonesia have the worlds hightest level of biodiversity,no,medium,easy,S08_set2_a10,
1676,,how many head entries for character definitions does the zhonghua zihai 20013213262338328023 1994 contain,54678,medium,medium,S10_set5_a7,Chinese_language
1677,,did jayawikartas soldiers attack the dutch fortress,yes,,easy,S10_set3_a5,Jakarta
1678,otter,have most otters fish as the primary item in their diet  supplemented by frogs  crayfish and crabs,yes,,easy,S08_set1_a7,
1679,,in what language was his 1811 paper published,avogadros 1811 paper was published in french,hard,hard,S10_set4_a8,Amedeo_Avogadro
1680,,which temperature scale did celsius propose,celcius,easy,medium,S09_set4_a5,Anders_Celsius
1681,Singapore,why churchill called the occupation of singapor by janpan during wwii britains greatest defeat,the british were defeated in six days,hard,hard,S08_set2_a2,
1682,,is san franscico a popular tourist destination,yes san francisco is a popular international tourist destination,easy,easy,S10_set3_a8,San_Francisco
1683,,when was newtons date of birth recorded,his date of birth was recorded as christmas day december 25 1642,medium,easy,S09_set4_a1,Isaac_Newton
1684,Qatar,can these allophones not occur in these positions in english,yes,,easy,S08_set2_a3,
1685,polar_bear,what does a polar bears fur provide,a polar bears fur provides camouflage and insulation,medium,medium,S08_set1_a4,
1686,Ulysses_S._Grant,who achieved international fame as the leading union general in the american civil war,grant,,too easy,S08_set3_a5,
1687,leopard,what centred in sierra,the leopard men,,medium,S08_set1_a2,
1688,,what may happen to red fire ants if we use boiling water on the queen,nests of red fire ants may be destroyed,hard,medium,S10_set1_a1,Ant
1689,,how to travel to work from the city to moscow,railway,hard,too hard,S10_set3_a10,Saint_Petersburg
1690,Millard_Fillmore,who got seward elected to the senate,weed,medium,medium,S08_set3_a3,
1691,,in fact was avogadro s  famous  1811  paper written in french,yes,,easy,S09_set4_a8,Amedeo_Avogadro
1692,,where did tesla study electrical engineering,the austrian polytechnic in graz,medium,medium,S10_set4_a3,Nikola_Tesla
1693,otter,what drives sea otter almost to extinction,humans hunted them almost to extinction,hard,medium,S08_set1_a7,
1694,,which building is the site of the german parliament,the reichstag building is the site of the german parliament,medium,easy,S10_set3_a1,Berlin
1695,penguin,are penguins considered higher waterbirds,yes,easy,easy,S08_set1_a3,
1696,,could malay have originated from sumatra island,yes,easy,hard,S10_set5_a2,Malay_language
1697,,where did the construction of fort bourbon take place,martinique,hard,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1698,,is jakarta a city,yes,easy,easy,S10_set3_a5,Jakarta
1699,,why is a police whistle very wide for its pitch,a flutes volume can generally be increased by making its resonator and tone holes larger,hard,medium,S10_set2_a5,Flute
1700,,how many sister cities does the city of melbourne have,six,medium,medium,S10_set3_a2,Melbourne
1701,leopard,what is the difference between leopards and cheetahs,the leopard has ros08_settes rather than cheetahs simple spots and the leopard is larger and less lanky than the cheetah,hard,hard,S08_set1_a2,
1702,Calvin_Coolidge,where did coolidges grandfather had government offices,the town of plymouth notch,medium,hard,S08_set3_a9,
1703,,what language besides malay is in the austronesia language family,malagasy,hard,medium,S10_set5_a2,Malay_language
1704,Theodore_Roosevelt,does theodore roosevelt have a brother,yes,easy,medium,S08_set3_a7,
1705,Ghana,who was kwame nkrumah,founder and first president,medium,medium,S08_set2_a5,
1706,,how many verb paradigms are there in korean,there are seven verb paradigms or speech levels in korean,easy,easy,S10_set5_a6,Korean_language
1707,Millard_Fillmore,was the arrival of louis kossuth exiled leader of a failed hungarian revolution another issue that presented itself during fillmores presidency,yes,easy,easy,S08_set3_a3,
1708,,what butterfly is migratory,the monarch butterfly is migratory,medium,easy,S10_set1_a6,Butterfly
1709,,what is another term for korean adjectives,adjectives are also known as descriptive verbs or stative verbs,medium,medium,S10_set5_a6,Korean_language
1710,Millard_Fillmore,where was millard fillmore born,in a log cabin in summerhill new york,medium,easy,S08_set3_a3,
1711,polar_bear,are polar bears excellent swimmers,yes,,easy,S08_set1_a4,
1712,,what countries did james vi of scotland unite,james vi of scotland united scotland and england,hard,hard,S09_set3_a1,London
1713,,over how many languages are spoken in london,over 300,medium,easy,S09_set3_a1,London
1714,,who became adversaries with nikola tesla,edison,medium,medium,S10_set4_a3,Nikola_Tesla
1715,beetle,what do beetles eat,they often feed on plants and fungi break down animal and plant debris and eat other invertebrates,hard,hard,S08_set1_a8,
1716,Ulysses_S._Grant,did ulysses win the battle of champion hill,you betcha,easy,hard,S08_set3_a5,
1717,,was henri becquerel first in his family to occupy the physics chair at the museum national dhistoire naturelle,no,hard,hard,S09_set4_a9,Henri_Becquerel
1718,,does lima have volleyball venues,yes,easy,hard,S09_set3_a4,Lima
1719,,did avogadro submit his poem,yes,,medium,S09_set4_a8,Amedeo_Avogadro
1720,duck,who is daffy duck,a silly cartoon character,hard,medium,S08_set1_a10,
1721,,do otters enjoy playing,yes,hard,hard,S09_set1_a7,Otter
1722,,has the design of drums changed recently,no,hard,medium,S10_set2_a4,Drum
1723,,are ride cymbals very common,yes,easy,easy,S10_set2_a6,Cymbal
1724,,does coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design,yes,,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1725,turtle,do turtles lay eggs underwater,no,easy,easy,S08_set1_a9,
1726,,what is the middle pedal called on grand pianos,sostenuto pedal,medium,medium,S10_set2_a1,Piano
1727,James_Watt,was watt a fellow of the royal society of edinburgh and the royal society of london,yes,,easy,S08_set4_a2,
1728,Liechtenstein,is there an airport in liechtenstein,no,easy,easy,S08_set2_a1,
1729,Romania,why doesnt romania have a state religion,romania is a secular state,hard,hard,S08_set2_a7,
1730,Finland,do women live longer than men,yes,hard,hard,S08_set2_a4,
1731,duck,how does a mallards tongue work,it uses short spikes to push struggling prey and other food down its throat,hard,hard,S08_set1_a10,
1732,,how old was pascal when he lost his mother,3,medium,easy,S10_set4_a4,Blaise_Pascal
1733,,does portuguese contain words from the arabic language,yes portuguese contains words from the arabic language,easy,hard,S10_set5_a1,Portuguese_language
1734,John_Adams,adams  opponents were what,democratic republicans,,hard,S08_set3_a1,
1735,,when did alessandro volta improve  and popularize the electrophorus,alessandro volta improved and popularized the electrophorus in 1775,hard,hard,S10_set4_a10,Alessandro_Volta
1736,,how does a flute player change the pitch of the sound,by opening and closing holes in the body of the instrument,hard,medium,S10_set2_a5,Flute
1737,,when did picasso make his first trip to paris,1900,,medium,S10_set6_a1,Pablo_Picasso
1738,,is he also noted for his work for the boy scouts of america bsa,yes,,easy,S10_set6_a4,Norman_Rockwell
1739,Uruguay,who founded montevideo,by the spanish in the early 18th century,medium,medium,S08_set2_a9,
1740,,what is the official language of turkey,turkish,medium,hard,S10_set5_a8,Turkish_language
1741,,is the electrolyte sulphuric acid,yes,,easy,S09_set4_a10,Alessandro_Volta
1742,Canada,are canada s two official languages english and french,yes,,easy,S08_set2_a8,
1743,,in what year did henri becquerel die,august 24 1908,medium,medium,S09_set4_a9,Henri_Becquerel
1744,Liechtenstein,does liechtenstein have an army,no,medium,easy,S08_set2_a1,
1745,,was nikola teslas mother illiterate,yes,hard,hard,S10_set4_a3,Nikola_Tesla
1746,,is schloss charlottenburg the largest existing palace in berlin,yes,easy,easy,S10_set3_a1,Berlin
1747,Amedeo_Avogadro,is avogadro s number commonly used to compute the results of chemical reactions,yes,,easy,S08_set4_a8,
1748,,when did tesla demonstrate wireless communication radio,1893,medium,hard,S09_set4_a3,Nikola_Tesla
1749,,what happened in 1887,in 1887 a year when queen victoria celebrated her golden jubilee and upon the request of the queens associate phillip richbourg he donated several paintings to the french impressionist paintings catalog as a token of his loyalty,,too hard,S10_set6_a5,Pierre-Auguste_Renoir
1750,,who determined to pursue mathematics,charlesaugustin de coulomb,,medium,S10_set4_a6,Charles-Augustin_de_Coulomb
1751,Qatar,can women legally drive in qatar,yes,easy,easy,S08_set2_a3,
1752,,do scutes fall away from the turtles shell,some of the scutes eventually fall away from the shell,easy,hard,S09_set1_a4,Turtle
1753,polar_bear,is a polar bear at high risk of extinction,yes,easy,easy,S08_set1_a4,
1754,,was newton a english physicist,yes,easy,easy,S09_set4_a1,Isaac_Newton
1755,,was vietnamese influenced by chinese,much vocabulary has been borrowed from chinese,medium,hard,S10_set5_a10,Vietnamese_language
1756,,where is the kven language spoken,the kven language is spoken in northern norway,medium,medium,S10_set5_a5,Finnish_language
1757,Egypt,what is the poulation of egypt,78 million people,medium,hard,S08_set2_a6,
1758,John_Adams,who were the midnight judges,they were a series of judges so called because most of them were formally appointed days before adams presidential term expired,hard,hard,S08_set3_a1,
1759,Ghana,what european countries established states in ghana,the uk,hard,too hard,S08_set2_a5,
1760,otter,are male otters dogotters  females are bitches and babies are cubs or pups,yes,,easy,S08_set1_a7,
1761,,is malay the one of the most widely spoken languages in the world,yes,,easy,S10_set5_a2,Malay_language
1762,,what is the basic word order in malay,subject object verb,medium,medium,S10_set5_a2,Malay_language
1763,,has the design of drums changed recently,no,hard,easy,S10_set2_a4,Drum
1764,,what is the si unit for radioactivity called,becquerel,medium,medium,S10_set4_a9,Henri_Becquerel
1765,Romania,sibiu a large city in transylvania was chosen as european capital of culture in what year,2007,,medium,S08_set2_a7,
1766,,are the dialects of finnish divided into two groups,yes the dialects of finnish are divided into two groups,easy,easy,S10_set5_a5,Finnish_language
1767,,is the stressed  syllable called the nuclear  syllable,yes,,easy,S09_set5_a1,English_language
1768,,did uganda make swahili a required subject in primary schools,yes uganda made swahili a required subject in primary schools,easy,easy,S10_set5_a4,Swahili_language
1769,,is the trumpet constructed of brass tubing bent twice into an oblong shape,yes,,easy,S10_set2_a3,Trumpet
1770,,can black swans swim with only one leg,yes,easy,medium,S09_set1_a10,Swan
1771,,what do we refer musicians who play flute,a flute player a flautist or a flutist,medium,medium,S09_set2_a5,Flute
1772,polar_bear,is polar bear a carnivore,yes,easy,easy,S08_set1_a4,
1773,Canada,what have been inhabited for millennia by aboriginal peoples,the lands,,easy,S08_set2_a8,
1774,,is a trumpet played by blowing air through closed lips,yes,easy,easy,S10_set2_a3,Trumpet
1775,,who were the orkhon inscriptions built for,the orkhon inscriptions were erected in honour of the prince kul tigin and his brother emperor bilge khan,hard,hard,S10_set5_a8,Turkish_language
1776,,how many townships are in ottawa,eleven,medium,medium,S09_set3_a5,Ottawa
1777,,is avogadro hailed as a founder of the atomicmolecular theory,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
1778,Grover_Cleveland,is it true that he sent in federal troops to chicago,yes,,easy,S08_set3_a6,
1779,,what is a trumpet constructed of,brass tubing,medium,medium,S10_set2_a3,Trumpet
1780,,is there a programming language called pascal,yes,hard,easy,S10_set4_a4,Blaise_Pascal
1781,,are there seven verb paradigms or speech levels in korean,yes,,easy,S10_set5_a6,Korean_language
1782,,who did newton see as the master creator,newton saw god as the master creator whose existence could not be denied in the face of the grandeur of all creation,medium,easy,S09_set4_a1,Isaac_Newton
1783,Egypt,what religions has egypt outlawed,all but christianity islam and judaism,medium,hard,S08_set2_a6,
1784,John_Adams,what was adams political party,the federalist party,hard,hard,S08_set3_a1,
1785,Singapore,how is singapores climate characterized,its climate is characterized by uniform temperature and pressure high humidity and abundant rainfall,hard,medium,S08_set2_a2,
1786,,is english the language most often spoken in montreal,the language most spoken at home in the city is french,easy,easy,S10_set3_a7,Montreal
1787,,can black swans swim with only one leg,yes,easy,easy,S09_set1_a10,Swan
1788,,from what did pascal suffer throughout his life,poor health,medium,medium,S09_set4_a4,Blaise_Pascal
1789,,what are ottawas primary industries,logging and lumber,medium,hard,S09_set3_a5,Ottawa
1790,turtle,what has been discovered about turtles organs,they do not break down,hard,hard,S08_set1_a9,
1791,Ghana,who makes up ghanas parliament,the new patriotic party and national democratic congress,hard,hard,S08_set2_a5,
1792,Grover_Cleveland,who lost control of his party to the agrarians and silverites in 1896,grover cleveland,,medium,S08_set3_a6,
1793,,is it also one of the two official languages in the yanbian korean autonomous prefecture in china,yes,,easy,S10_set5_a6,Korean_language
1794,,when did yuan shikai die,1916,hard,too hard,S09_set3_a7,Beijing
1795,,who first calculated the value of avogadros number,johann josef loschmidt first calculated the value of avogadros number,medium,medium,S10_set4_a8,Amedeo_Avogadro
1796,,do otters eat fish,yes,easy,easy,S09_set1_a7,Otter
1797,,for how many years did henri becquerel live,56,,hard,S09_set4_a9,Henri_Becquerel
1798,,do many players use a smaller mouthpiece on the piccolo trumpet,yes,,easy,S10_set2_a3,Trumpet
1799,,are the dialects of finnish divided into two groups,yes,easy,easy,S10_set5_a5,Finnish_language
1800,beetle,have coleopterists formed organisations to facilitate the study of beetles,yes,,easy,S08_set1_a8,
1801,Gray_Wolf,do wolf pups tend to have darker fur than adults,yes they do tend to have darker furs,easy,hard,S08_set1_a6,
1802,,who frequented the circle of the britishaustralian artist john peter russell,van gogh,,medium,S10_set6_a7,Vincent_van_Gogh
1803,John_Adams,is adams birthplace part of a national park,yes,easy,easy,S08_set3_a1,
1804,leopard,where do leopards often hide their kills,in dense vegetation or in trees,medium,medium,S08_set1_a2,
1805,,what part of the cymbal gets the best crash,edge or rim,medium,medium,S09_set2_a6,Cymbal
1806,Uruguay,how much of the population is of white european descent,approximately 88 of its population are of prevalently white european descent,medium,medium,S08_set2_a9,
1807,polar_bear,what is polar bears skin color,black,medium,easy,S08_set1_a4,
1808,Grover_Cleveland,did grover cleveland support womens suffrage,no,easy,medium,S08_set3_a6,
1809,,how can an octopus defend against predators,to defend against predators an octopus can hide flee quickly expel ink or use colorchanging camouflage,hard,medium,S10_set1_a10,Octopus
1810,,are xylophone bars made of rosewood,yes,easy,easy,S09_set2_a8,Xylophone
1811,,is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived,yes,,easy,S10_set6_a3,Leonardo_da_Vinci
1812,otter,where does the word otter derive from,the word otter derives from the old english word otr otor or oter this and cognate words in other indoeuropean languages ultimately stem from a root which also gave rise to the english words water wet and winter,medium,medium,S08_set1_a7,
1813,,what is the range of lifespans of the octopus,octopuses can live from six months to five years,hard,hard,S10_set1_a10,Octopus
1814,,when was lima founded,january 181535,medium,medium,S09_set3_a4,Lima
1815,,is the giant panda a mammal,yes,easy,easy,S10_set1_a4,Giant_Panda
1816,duck,how does a mallards tongue work,its tongue is a flat plate and on the tongues back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat,hard,hard,S08_set1_a10,
1817,Henri_Becquerel,what happened in 1896,becquerel accidentally discovered radioactivity,,hard,S08_set4_a9,
1818,Canada,how do cuba and declining participation relate,canada maintains full relations with both,,easy,S08_set2_a8,
1819,,which album was the song the bonny swans from,the mask and mirror,hard,easy,S09_set1_a10,Swan
1820,,when was his last painting for the post published,1963,,hard,S10_set6_a4,Norman_Rockwell
1821,,are most eels predators,yes most eels are predators,easy,easy,S10_set1_a8,Eel
1822,,who wrote about ants in a tramp abroad,mark twain,medium,easy,S10_set1_a1,Ant
1823,,what is the middle pedal called on grand pianos,the sostenuto pedal,medium,medium,S10_set2_a1,Piano
1824,,does the de young museum house the asian art museum,yes,hard,easy,S10_set3_a8,San_Francisco
1825,Woodrow_Wilson,who was president when wilson finished congressional government,grover cleveland,medium,medium,S08_set3_a8,
1826,,who showed that avogadros theory held in dilute solutions,jacobus henricus van t hoff showed that avogadros theory holds in dilute solutions,medium,medium,S10_set4_a8,Amedeo_Avogadro
1827,otter,what traps a layer of air and keeps them dry and warm under water,long guard hair,,medium,S08_set1_a7,
1828,,when was the an shi rebellion launched,in 755 ad,medium,medium,S09_set3_a7,Beijing
1829,,is english the language most often spoken in montreal,no the language most spoken in montreal is french,easy,hard,S10_set3_a7,Montreal
1830,,is there a monument to tesla at niagara falls new york,yes,easy,easy,S10_set4_a3,Nikola_Tesla
1831,,how many subspecies of the giant panda are there,two,medium,medium,S10_set1_a4,Giant_Panda
1832,,is the museum of gold in lima,yes,easy,hard,S09_set3_a4,Lima
1833,,what is caching food,caching is burying it for later consumption usually under leaves snow or soil,hard,hard,S09_set1_a6,Fox
1834,,regarding this topic what did david alfaro siqueiros do,pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in new york city by the mexican muralist david alfaro siqueiros,,easy,S10_set6_a9,Jackson_Pollock
1835,Uruguay,what religions are found in uruguay,roman catholic protestant jewish,medium,medium,S08_set2_a9,
1836,elephant,what did aristotle say about elephants,the beast which pass08_seth all others in wit and mind,hard,hard,S08_set1_a5,
1837,turtle,what suborder of turtles is extinct,paracryptodira,medium,medium,S08_set1_a9,
1838,John_Adams,when did adams graduate from college,1755,medium,medium,S08_set3_a1,
1839,,have other techniques been used to cause drums to make sound such as the thumb roll,yes,,easy,S10_set2_a4,Drum
1840,Anders_Celsius,who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds,anders celsius,,medium,S08_set4_a5,
1841,,is avogadros number used to compute the results of chemical reactions,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
1842,,was nassau placed in operation by robert fulton,yes,easy,easy,S09_set3_a2,Nassau
1843,turtle,are turtle eggs leathery and soft,yes,easy,easy,S08_set1_a9,
1844,beetle,how can beetle larvae be differentiated from other insect larvae,by their hardened often darkened head the presence of chewing mouthparts and spiracles along the sides of the body,hard,medium,S08_set1_a8,
1845,,was the si unit of charge named after charlesaugustin de coulomb,yes the si unit of charge the coulomb was named after him,easy,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1846,Ghana,did the dutch build the elmina castle,no,easy,medium,S08_set2_a5,
1847,,which berlin building did architect norman foster remodel in the 1990s,reichstag building,hard,hard,S10_set3_a1,Berlin
1848,Finland,is the most read newspaper in finland taloussanomat,no,easy,easy,S08_set2_a4,
1849,,what kind of piano did irving berlin play,the transposing piano,hard,medium,S10_set2_a1,Piano
1850,beetle,oxygen is what,one kind of gas obtained via a tracheal system,,too hard,S08_set1_a8,
1851,,around how many recognized octopus species are there,there are around 300 recognized octopus species,medium,medium,S10_set1_a10,Octopus
1852,,when is the pacific typhoon season,its between june and october,hard,hard,S10_set3_a6,Taipei
1853,duck,what allows a duck to filter water out of the side of their beaks and keep food inside,tiny rows of plates called lamellae,hard,hard,S08_set1_a10,
1854,Millard_Fillmore,what happened in a log cabin in summerhill  new york,fillmore was born,,easy,S08_set3_a3,
1855,,was santiago the name of an indiepunk band,yes,easy,easy,S09_set3_a6,Santiago
1856,,how many letters are in the basic latin alphabet,26,medium,medium,S10_set5_a9,Swedish_language
1857,,are several species of ants able to use the earths magnetic field,yes,,easy,S10_set1_a1,Ant
1858,,what happened in 1838,don josé ruiz y blasco was born,,hard,S10_set6_a1,Pablo_Picasso
1859,Uruguay,is uruguay very common,no,,easy,S08_set2_a9,
1860,,what are the differences between english and swedish pronouns,swedish pronouns are basically the same as those of english but distinguish two genders and have an additional object form derived from the old dative form as well as a distinct genitive case,hard,hard,S10_set5_a9,Swedish_language
1861,,when was the pan flute used in greece,7th century bc,medium,medium,S10_set2_a5,Flute
1862,,which harmonics can produce any notes above middle c,artificial harmonics can produce any notes above middle c,hard,hard,S09_set2_a9,Cello
1863,otter,do otters live in water,yes,easy,hard,S08_set1_a7,
1864,,when did filippo strozzi sell it to francis i,in 1529,,medium,S10_set6_a2,Michelangelo
1865,,what do humans use bees for,honey,hard,hard,S09_set1_a8,Bee
1866,,in what year did avogadro stop teaching at turin university,1823,hard,hard,S09_set4_a8,Amedeo_Avogadro
1867,,was nikola tesla close friends with mark twain,nikola tesla was close friends with mark twain,easy,medium,S10_set4_a3,Nikola_Tesla
1868,,is the central market located in the proximity of the pertama complex,no,easy,easy,S10_set3_a3,Kuala_Lumpur
1869,Ulysses_S._Grant,did ulysses win the battle of champion hill,yes,easy,easy,S08_set3_a5,
1870,polar_bear,how heavy is a male polar bear,most adult males weigh 350650 kg,medium,too hard,S08_set1_a4,
1871,,do worker ants have wings,no worker ants do not have wings,easy,easy,S10_set1_a1,Ant
1872,,what is santiago,santiago is spanish for st james it is also the name of places in argentina brazil cape verde chile colombia costa rica cuba the dominican republic ecuador guatemala jamaica mexico nicaragua panama paraguay peru the philippines portugal spain the united states venezuela and the amazon it is also the name of a baseball catcher a film director a guitarist an economist a footballer a dj an actor and james son of zebedee fictional people with this name include a character from gears of war a character from chronicle of a death foretold a character in old man and the sea a character in babylon 5 a character in interview with the vampire the main character of the alchemist and a character on friday night lights there has also been a battle of santiago de cuba a couple of bands named santiago an order of santiago and santiago as a shortened form of the reconquista battle cry,,too hard,S09_set3_a6,Santiago
1873,,how long are cougar adult males from nose to tail,24 meters,medium,medium,S10_set1_a2,Cougar
1874,,what is the center of a cymbal called,bell,medium,medium,S09_set2_a6,Cymbal
1875,otter,can otters survive in cold water,yes,easy,medium,S08_set1_a7,
1876,Finland,is finnish a member of the balticfinnic subgroup of the uralic languages,yes,easy,easy,S08_set2_a4,
1877,Grover_Cleveland,is grover cleveland honest,yes,easy,easy,S08_set3_a6,
1878,,are the zholes used as access points to the interior of the cello,no,easy,easy,S09_set2_a9,Cello
1879,,were newtons religious views consistent with anglicanism,no,hard,hard,S10_set4_a1,Isaac_Newton
1880,Uruguay,did uruguay host the first ever world cup,yes,easy,easy,S08_set2_a9,
1881,,what is a violin called informally,fiddle,medium,medium,S10_set2_a2,Violin
1882,,whats the population of kuala lumpur,16 million,easy,easy,S10_set3_a3,Kuala_Lumpur
1883,Uruguay,is uruguays landscape mountainous,no,hard,easy,S08_set2_a9,
1884,,what is the current estimated population of nairobi,about 3 million,medium,medium,S10_set3_a9,Nairobi
1885,Gray_Wolf,how much do wolves weigh,between 32 and 68 kilograms,medium,easy,S08_set1_a6,
1886,Woodrow_Wilson,was wilson  a staunch opponent of antisemitism  sympathetic to the plight of jews  especially in poland and in france,yes,,easy,S08_set3_a8,
1887,,do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect,more southern speakers speak the northern dialect than northerners speak the suthern dialect,hard,hard,S10_set5_a10,Vietnamese_language
1888,,what religion did isaac newton follow,unorthodox christian,hard,medium,S10_set4_a1,Isaac_Newton
1889,,at what age can a zebra breed,5 or 6,hard,hard,S10_set1_a9,Zebra
1890,polar_bear,what is actually black in color,a polar bears skin,,medium,S08_set1_a4,
1891,otter,where do sea otters live,sea otters enhydra lutris live along the pacific coast of north america,medium,easy,S08_set1_a7,
1892,leopard,were the leopard men a west african secret society who practised cannibalism,yes,,easy,S08_set1_a2,
1893,,is a third  prefix the object  prefix,yes,,easy,S09_set5_a4,Swahili_language
1894,,what does taipei produce,taipei produces high technology and hitech components,hard,medium,S10_set3_a6,Taipei
1895,Canada,what happened in 1867,canada was formed as a federal semiautonomous polity,,easy,S08_set2_a8,
1896,Uruguay,is it a constitutional democracy  where the president fulfills the roles of both head of state and head of government,yes,,easy,S08_set2_a9,
1897,,is the word cymbal derived from a germanic word,no,easy,hard,S09_set2_a6,Cymbal
1898,,what transnational bridge was completed in 2000,oresund bridge,easy,medium,S09_set3_a8,Copenhagen
1899,,what do some historians of science refer to faraday as,best experimentalist in the history of science,medium,medium,S09_set4_a7,Michael_Faraday
1900,,when did baldassare castiglione author of il cortegiano   the courtier   write,1528,,hard,S10_set6_a3,Leonardo_da_Vinci
1901,,whate is the usual pitch range of a violin,from g3 to c8,hard,hard,S09_set2_a2,Violin
1902,,what festival features fireworks  celebrating the end of the school year,the white nights festival in saint petersburg,medium,hard,S10_set3_a10,Saint_Petersburg
1903,Qatar,where did a suicidebombing kill a teacher in 2005,at the doha players theatre,medium,medium,S08_set2_a3,
1904,duck,do all ducks quack,no,easy,easy,S08_set1_a10,
1905,Millard_Fillmore,how did fillmore ascend to the presidency,upon the death of the sitting president taylor,hard,medium,S08_set3_a3,
1906,,do both sexes of giraffe have horns,yes,easy,easy,S09_set1_a5,Giraffe
1907,elephant,is the asian elephant larger than the african,no,easy,easy,S08_set1_a5,
1908,penguin,what is the largest living species of penguin,the emperor penguin aptenodytes forsteri,easy,medium,S08_set1_a3,
1909,James_Monroe,what is the first word on the page,james,easy,too easy,S08_set3_a2,
1910,Romania,is the president elected by popular vote,yes,easy,easy,S08_set2_a7,
1911,,are drums often used in music therapy,yes,easy,easy,S10_set2_a4,Drum
1912,,is a bee an insect,yes,easy,easy,S09_set1_a8,Bee
1913,,are there any cities named santiago in the united states,yes,easy,hard,S09_set3_a6,Santiago
1914,otter,how are otters playful animals,the slide down snowy slopes apparently for sheer enjoyment,hard,hard,S08_set1_a7,
1915,Uruguay,what religion do most uruguayans profess,roman catholic,hard,hard,S08_set2_a9,
1916,,the ideas of the enlightenment shaped the development of what,the city lima,,medium,S09_set3_a4,Lima
1917,,where was henri becquerel born,paris,medium,easy,S09_set4_a9,Henri_Becquerel
1918,Henri_Becquerel,was becquerel born in paris into a family which including he and his son jean produced four generations of scientists,yes,,easy,S08_set4_a9,
1919,Henri_Becquerel,who won the 1903 nobel prize in physics for discovering radioactivity,henri becquerel,,medium,S08_set4_a9,
1920,,how many years ago was it when he became a professor of physics at the university of turin,189,,hard,S09_set4_a8,Amedeo_Avogadro
1921,,why are otters vulnerable to prey depletion,preydependence,medium,medium,S09_set1_a7,Otter
1922,Singapore,who did sir thomas stamford raffles work for,british east india company,hard,hard,S08_set2_a2,
1923,duck,what is an economic use of a duck,meat,medium,medium,S08_set1_a10,
1924,,was isaac newton british,yes he was english,easy,hard,S10_set4_a1,Isaac_Newton
1925,Gerald_Ford,is ford one of only four former presidents to live to 90 or more years of age,yes,,easy,S08_set3_a10,
1926,,is there a programming language called pascal,yes,hard,hard,S10_set4_a4,Blaise_Pascal
1927,,do his works enjoy a broad popular appeal in the united states where rockwell is most famous for the cover illustrations of everyday life scenarios he created for the saturday evening post magazine over more than four decades,yes,,easy,S10_set6_a4,Norman_Rockwell
1928,Calvin_Coolidge,was calvin coolidge the twentyninth vice president,no,easy,easy,S08_set3_a9,
1929,,who was pascals younger sister,jacqueline,medium,medium,S10_set4_a4,Blaise_Pascal
1930,Romania,does romania border hungary,yes,easy,easy,S08_set2_a7,
1931,Ghana,what are the two subfamilies of the native ghanaian languages,kwa and gur,hard,hard,S08_set2_a5,
1932,,what book defined the official finnish language,the dictionary of contemporary finnish,hard,medium,S10_set5_a5,Finnish_language
1933,John_Adams,was adams raised congregationalist,yes,easy,easy,S08_set3_a1,
1934,Abraham_Lincoln,when did lincoln first serve as president,march 4 1861,medium,medium,S08_set3_a4,
1935,,do giraffes give birth standing up,yes,easy,easy,S09_set1_a5,Giraffe
1936,leopard,can a panther be any of several species of large felid,yes,,easy,S08_set1_a2,
1937,,how many main varieties of indian flutes are currently used,two,medium,medium,S10_set2_a5,Flute
1938,,was nikola tesla a vegetarian,in his later years tesla became a vegetarian,hard,easy,S10_set4_a3,Nikola_Tesla
1939,Singapore,has singapore changi airport a network of 81 airlines connecting singapore to 185 cities in 58 countries,yes,,easy,S08_set2_a2,
1940,Qatar,what consists of a low barren plain covered with sand,much of the country,,medium,S08_set2_a3,
1941,,what is someone who makes violins called,a luthier,medium,medium,S09_set2_a2,Violin
1942,Ulysses_S._Grant,was it a twosentence description that completely caught the essence of ulysses s grant,yes,,easy,S08_set3_a5,
1943,turtle,what suborder of turtle draws its head into its shell,pleurodira,hard,hard,S08_set1_a9,
1944,Singapore,how much increase in the medias contribution to gdp is the government seeking,the government seeks to increase its gdp contribution to 3 by 2012,hard,medium,S08_set2_a2,
1945,,is the xylophone a precursor to the vibraphone,yes,easy,easy,S09_set2_a8,Xylophone
1946,otter,are otters herbivores,no,easy,hard,S08_set1_a7,
1947,,is a violin sometimes informally called a fiddle regardless of the type of music played on it,yes,,easy,S10_set2_a2,Violin
1948,,what are the three heaviest cats in the world,the three heaviest cats in the world are the tiger lion and jaguar,hard,hard,S10_set1_a2,Cougar
